ensembl_gene_id	external_gene_id	chromosome_name	start_position	end_position	strand	gene_biotype
ENSG00000238483	snoU13	13	46809805	46809908	-1	snoRNA
ENSG00000238455	snoU13	13	57133758	57133859	1	snoRNA
ENSG00000212377	SNORD37	13	73028040	73028105	-1	snoRNA
ENSG00000251715	SNORA68	13	73034657	73034739	-1	snoRNA
ENSG00000199282	SNORA9	13	73160818	73160948	1	snoRNA
ENSG00000200733	SNORD38	13	90489424	90489491	1	snoRNA
ENSG00000252365	SNORD22	13	94021100	94021213	-1	snoRNA
ENSG00000238463	snoU13	13	95862598	95862702	1	snoRNA
ENSG00000251901	snR65	13	96366931	96367032	-1	snoRNA
ENSG00000252154	SNORD112	13	97618195	97618268	-1	snoRNA
ENSG00000238522	snoU13	13	97709633	97709734	1	snoRNA
ENSG00000238407	snoU13	13	98538063	98538166	1	snoRNA
ENSG00000201245	SNORA25	13	100436111	100436237	-1	snoRNA
ENSG00000238305	snoU13	13	100436308	100436411	-1	snoRNA
ENSG00000238869	snoU13	13	103374152	103374255	1	snoRNA
ENSG00000252550	SNORA25	13	106549872	106549992	-1	snoRNA
ENSG00000201847	SNORD31	13	107973243	107973311	-1	snoRNA
ENSG00000238629	snoU13	13	111066552	111066653	1	snoRNA
ENSG00000200072	SNORD44	13	112706392	112706452	1	snoRNA
ENSG00000206811	SNORA64	16	2012335	2012467	-1	snoRNA
ENSG00000207405	SNORA64	16	2012974	2013107	-1	snoRNA
ENSG00000238671	ACA64	16	2015185	2015311	1	snoRNA
ENSG00000206630	SNORD60	16	2205024	2205106	-1	snoRNA
ENSG00000221719	SNORA3	16	2846409	2846533	-1	snoRNA
ENSG00000252405	snoMe28S-Am2634	16	7481218	7481297	1	snoRNA
ENSG00000252138	SNORA40	16	7776843	7776953	-1	snoRNA
ENSG00000212228	SNORA48	16	11367970	11368093	-1	snoRNA
ENSG00000238409	snoU13	16	11387067	11387170	1	snoRNA
ENSG00000239187	snoU13	16	11561497	11561585	1	snoRNA
ENSG00000238685	ACA64	16	12391054	12391180	-1	snoRNA
ENSG00000199474	SNORA27	16	12936344	12936467	-1	snoRNA
ENSG00000238329	snoU13	16	18881488	18881591	-1	snoRNA
ENSG00000238954	snoU13	16	21468647	21468750	-1	snoRNA
ENSG00000252798	SCARNA6	16	21598948	21599185	1	snoRNA
ENSG00000238712	snoU13	16	21900888	21900991	-1	snoRNA
ENSG00000239172	snoU13	16	22492795	22492898	1	snoRNA
ENSG00000212593	SNORA75	16	23453162	23453242	1	snoRNA
ENSG00000201541	SNORA1	16	24344736	24344868	-1	snoRNA
ENSG00000200652	SNORA25	16	28190419	28190544	1	snoRNA
ENSG00000238703	snoU13	16	28453987	28454090	1	snoRNA
ENSG00000238684	snoU13	16	28683554	28683657	-1	snoRNA
ENSG00000238352	snoU13	16	28797731	28797834	-1	snoRNA
ENSG00000252461	SNORA43	16	28892801	28892928	-1	snoRNA
ENSG00000238699	snoU13	16	29077576	29077679	-1	snoRNA
ENSG00000238639	snoU13	16	29448818	29448921	-1	snoRNA
ENSG00000239193	snoU13	16	29550583	29550686	-1	snoRNA
ENSG00000239114	snoU13	16	30290569	30290672	-1	snoRNA
ENSG00000199787	SNORA42	16	30430946	30431080	-1	snoRNA
ENSG00000206755	SNORA30	16	30721858	30721986	1	snoRNA
ENSG00000238834	snoU13	16	47154830	47154932	-1	snoRNA
ENSG00000239013	snoU13	16	48526309	48526412	-1	snoRNA
ENSG00000239038	snoU13	16	48692292	48692396	-1	snoRNA
ENSG00000252526	SNORA70	16	50185553	50185642	-1	snoRNA
ENSG00000238544	snoU13	16	50386100	50386203	-1	snoRNA
ENSG00000252077	SNORD112	16	50532072	50532141	-1	snoRNA
ENSG00000238645	snoU13	16	53368474	53368576	1	snoRNA
ENSG00000207493	SNORA46	16	58582403	58582537	-1	snoRNA
ENSG00000206952	SNORA76	16	58593700	58593833	-1	snoRNA
ENSG00000239121	snoU13	16	58652579	58652668	1	snoRNA
ENSG00000238507	snoU13	16	62438155	62438258	1	snoRNA
ENSG00000212445	SNORA48	16	68223190	68223324	1	snoRNA
ENSG00000238343	snoU13	16	68347142	68347243	-1	snoRNA
ENSG00000252040	snoU109	16	68664126	68664257	-1	snoRNA
ENSG00000252640	snoU109	16	68664754	68664871	-1	snoRNA
ENSG00000238683	snoU13	16	69742475	69742578	-1	snoRNA
ENSG00000252443	SNORA62	16	69819897	69820016	-1	snoRNA
ENSG00000238734	snoU13	16	70266882	70266985	-1	snoRNA
ENSG00000221514	SNORD111	16	70563412	70563491	1	snoRNA
ENSG00000221066	SNORD111	16	70571908	70572001	1	snoRNA
ENSG00000251700	SNORD112	16	70902110	70902171	1	snoRNA
ENSG00000207471	SNORA70	16	71732470	71732604	-1	snoRNA
ENSG00000223224	SNORD71	16	71792305	71792390	-1	snoRNA
ENSG00000252122	SNORA76	16	75443230	75443364	-1	snoRNA
ENSG00000252022	SNORD33	16	76503405	76503492	-1	snoRNA
ENSG00000238321	snoU13	16	82487925	82488023	1	snoRNA
ENSG00000239186	snoU13	16	87348326	87348429	1	snoRNA
ENSG00000200084	snoMBII-202	16	89627842	89627925	1	snoRNA
ENSG00000238654	snoU13	9	5890150	5890256	1	snoRNA
ENSG00000252110	snoU13	9	6566332	6566425	-1	snoRNA
ENSG00000251699	SNORD27	9	8888136	8888207	1	snoRNA
ENSG00000251733	SCARNA8	9	19063654	19063784	-1	snoRNA
ENSG00000238348	snoU13	9	19310689	19310786	1	snoRNA
ENSG00000202189	SNORA30	9	20786926	20787054	1	snoRNA
ENSG00000252580	SNORA31	9	26796171	26796302	-1	snoRNA
ENSG00000239155	snoU13	9	30178473	30178575	-1	snoRNA
ENSG00000238300	SNORD121A	9	33934294	33934374	-1	snoRNA
ENSG00000238886	SNORD121A	9	33952767	33952848	-1	snoRNA
ENSG00000200026	U8	9	38147425	38147558	1	snoRNA
ENSG00000238313	snoU13	9	38190404	38190504	1	snoRNA
ENSG00000252724	SNORA70	9	42037464	42037558	1	snoRNA
ENSG00000252617	SNORA70	9	46042781	46042875	-1	snoRNA
ENSG00000252133	SNORA70	9	46669492	46669586	-1	snoRNA
ENSG00000252878	SNORA70	9	67864533	67864627	1	snoRNA
ENSG00000238402	snoU13	9	75142152	75142255	1	snoRNA
ENSG00000238598	snoU13	9	78291823	78291928	1	snoRNA
ENSG00000200969	SNORD95	9	84503833	84503900	1	snoRNA
ENSG00000238608	snoU13	9	86067188	86067290	1	snoRNA
ENSG00000252256	SNORD112	9	86096182	86096252	1	snoRNA
ENSG00000212421	SNORA26	9	89875365	89875500	1	snoRNA
ENSG00000252299	U3	9	90989184	90989274	1	snoRNA
ENSG00000238996	snoU13	9	94907365	94907468	-1	snoRNA
ENSG00000239183	SNORA84	9	95054743	95054875	-1	snoRNA
ENSG00000238792	snoU13	9	96995760	96995863	1	snoRNA
ENSG00000238746	snoU13	9	97934777	97934880	-1	snoRNA
ENSG00000253041	SNORA31	9	104084759	104084815	1	snoRNA
ENSG00000238530	snoU13	9	117327530	117327632	-1	snoRNA
ENSG00000207268	SNORA70	9	119943345	119943479	-1	snoRNA
ENSG00000251847	snoZ13_snr52	9	120493653	120493749	-1	snoRNA
ENSG00000212447	SNORD90	9	125642492	125642602	-1	snoRNA
ENSG00000252985	SNORD116	9	129189172	129189249	1	snoRNA
ENSG00000201302	SNORA65	9	130210780	130210909	-1	snoRNA
ENSG00000239055	snoU13	9	131511637	131511740	1	snoRNA
ENSG00000238298	snoU13	9	133325241	133325342	1	snoRNA
ENSG00000252582	SNORA31	9	133896555	133896693	-1	snoRNA
ENSG00000206872	SNORD62	9	134361052	134361137	1	snoRNA
ENSG00000206861	SNORD62	9	134365873	134365958	1	snoRNA
ENSG00000212395	SNORA67	9	134658247	134658345	-1	snoRNA
ENSG00000238657	snoU13	9	135968439	135968538	1	snoRNA
ENSG00000206611	SNORD24	9	136216251	136216325	1	snoRNA
ENSG00000200831	SNORD36	9	136216950	136217023	1	snoRNA
ENSG00000199744	SNORD36	9	136217311	136217383	1	snoRNA
ENSG00000252542	SNORD36	9	136217702	136217767	1	snoRNA
ENSG00000252440	U3	9	139496967	139497062	1	snoRNA
ENSG00000199437	SNORA43	9	139620556	139620691	-1	snoRNA
ENSG00000212487	SNORA17	9	139621200	139621331	-1	snoRNA
ENSG00000199411	SNORD62	9	139988797	139988882	1	snoRNA
ENSG00000238824	snoU13	9	140017961	140018060	-1	snoRNA
ENSG00000238994	snoU13	9	140315596	140315690	1	snoRNA
ENSG00000252408	SNORD38	19	3521246	3521318	-1	snoRNA
ENSG00000206775	SNORD37	19	3982505	3982570	-1	snoRNA
ENSG00000200237	SNORA70	19	9930630	9930770	1	snoRNA
ENSG00000209645	SNORD105	19	10218327	10218411	1	snoRNA
ENSG00000238531	snoU105B	19	10220433	10220511	1	snoRNA
ENSG00000238349	snoU13	19	11549997	11550096	1	snoRNA
ENSG00000209702	SNORD41	19	12817263	12817332	-1	snoRNA
ENSG00000207166	SNORA68	19	17973397	17973529	1	snoRNA
ENSG00000238514	snoU13	19	29421910	29422012	1	snoRNA
ENSG00000201388	SNORA68	19	33099243	33099375	-1	snoRNA
ENSG00000252230	SNORD111	19	35128601	35128686	-1	snoRNA
ENSG00000238838	snoU13	19	38839649	38839750	-1	snoRNA
ENSG00000251709	snoU13	19	39540545	39540607	-1	snoRNA
ENSG00000252356	SNORD112	19	42648206	42648277	-1	snoRNA
ENSG00000252200	snoZ6	19	45229248	45229322	-1	snoRNA
ENSG00000253027	SNORA70	19	45268207	45268357	1	snoRNA
ENSG00000252071	snoU13	19	47451546	47451631	1	snoRNA
ENSG00000221803	SNORD23	19	48259110	48259219	1	snoRNA
ENSG00000201675	SNORD33	19	49993222	49993305	1	snoRNA
ENSG00000199631	SNORD33	19	49993872	49993956	1	snoRNA
ENSG00000202503	SNORD34	19	49994161	49994231	1	snoRNA
ENSG00000200259	SNORD35	19	49994432	49994517	1	snoRNA
ENSG00000200530	SNORD35	19	50000977	50001063	1	snoRNA
ENSG00000221125	U3	19	50452574	50452784	-1	snoRNA
ENSG00000221381	SNORD88	19	51302289	51302379	-1	snoRNA
ENSG00000221241	SNORD88	19	51302699	51302789	-1	snoRNA
ENSG00000220988	SNORD88	19	51305585	51305675	-1	snoRNA
ENSG00000238486	snoU13	19	52172658	52172761	1	snoRNA
ENSG00000238630	snoU13	19	52637506	52637593	-1	snoRNA
ENSG00000239137	snoU13	19	55678539	55678642	1	snoRNA
ENSG00000252683	U3	19	57645418	57645635	-1	snoRNA
ENSG00000239112	SNORD123	5	9548948	9549017	1	snoRNA
ENSG00000202269	U8	5	15110895	15111029	-1	snoRNA
ENSG00000212278	SNORD81	5	18236232	18236305	1	snoRNA
ENSG00000238674	snoU13	5	18844006	18844109	1	snoRNA
ENSG00000252083	SNORA40	5	23972297	23972403	-1	snoRNA
ENSG00000223004	SNORD29	5	24811590	24811657	1	snoRNA
ENSG00000252601	SNORA18	5	29070603	29070717	1	snoRNA
ENSG00000238864	snoU13	5	31824686	31824789	1	snoRNA
ENSG00000201368	U3	5	35429166	35429378	1	snoRNA
ENSG00000199552	SNORA63	5	40655065	40655196	1	snoRNA
ENSG00000212567	SNORA57	5	40790179	40790306	-1	snoRNA
ENSG00000212296	SNORD72	5	40832758	40832837	-1	snoRNA
ENSG00000238702	snoU13	5	50617817	50617919	1	snoRNA
ENSG00000238326	snoU13	5	55296346	55296449	-1	snoRNA
ENSG00000238717	snoU13	5	56152975	56153078	1	snoRNA
ENSG00000238899	snoU13	5	57366015	57366118	1	snoRNA
ENSG00000252904	SNORA76	5	65257011	65257147	-1	snoRNA
ENSG00000238400	snoU13	5	65526957	65527060	-1	snoRNA
ENSG00000212249	U8	5	68169781	68169914	1	snoRNA
ENSG00000220986	SNORA50	5	68456633	68456766	1	snoRNA
ENSG00000238334	snoU13	5	68471651	68471754	-1	snoRNA
ENSG00000238740	snoU13	5	68834988	68835091	-1	snoRNA
ENSG00000238451	snoU13	5	70384459	70384562	1	snoRNA
ENSG00000212363	SNORA40	5	74178481	74178608	-1	snoRNA
ENSG00000238688	snoU13	5	76079921	76080024	1	snoRNA
ENSG00000238961	SNORA47	5	76376259	76376396	-1	snoRNA
ENSG00000206592	SNORA18	5	78516765	78516896	1	snoRNA
ENSG00000239159	snoU13	5	79535306	79535408	-1	snoRNA
ENSG00000251828	SNORA31	5	79602054	79602187	-1	snoRNA
ENSG00000238835	snoU109	5	82360023	82360156	-1	snoRNA
ENSG00000199262	snoZ39	5	85916323	85916385	1	snoRNA
ENSG00000206958	SNORA70	5	87678589	87678724	1	snoRNA
ENSG00000252337	SNORA31	5	105882366	105882504	1	snoRNA
ENSG00000207177	SNORA51	5	110020495	110020628	-1	snoRNA
ENSG00000238363	SNORA13	5	111497182	111497314	1	snoRNA
ENSG00000239011	snoU13	5	118404992	118405095	-1	snoRNA
ENSG00000239084	snoU13	5	118804654	118804750	-1	snoRNA
ENSG00000239067	snoU13	5	118945897	118946000	-1	snoRNA
ENSG00000252295	snoU13	5	122131820	122131922	1	snoRNA
ENSG00000239103	snoU13	5	122345237	122345335	-1	snoRNA
ENSG00000253067	snoZ6	5	131415759	131415826	1	snoRNA
ENSG00000238796	snoU13	5	133186548	133186648	-1	snoRNA
ENSG00000238605	snoU13	5	137450891	137450993	-1	snoRNA
ENSG00000222937	SNORD63	5	137894659	137894728	-1	snoRNA
ENSG00000206989	SNORD63	5	137896732	137896799	-1	snoRNA
ENSG00000238745	snoU13	5	137959168	137959271	1	snoRNA
ENSG00000252213	SNORA74	5	138611869	138612009	1	snoRNA
ENSG00000200959	SNORA74	5	138614470	138614667	1	snoRNA
ENSG00000200051	SNORD45	5	139906937	139907013	-1	snoRNA
ENSG00000200235	SNORA27	5	139959252	139959377	1	snoRNA
ENSG00000221043	U3	5	149075312	149075522	-1	snoRNA
ENSG00000238369	snoU13	5	149408912	149409015	-1	snoRNA
ENSG00000239191	snoU13	5	149923152	149923251	-1	snoRNA
ENSG00000252458	SNORA68	5	158657202	158657330	1	snoRNA
ENSG00000253065	SNORA40	5	167460096	167460210	-1	snoRNA
ENSG00000252387	snoU13	5	170710663	170710717	1	snoRNA
ENSG00000206909	SNORA70	5	170793122	170793256	1	snoRNA
ENSG00000212529	SNORA57	5	171679338	171679482	-1	snoRNA
ENSG00000212402	SNORA74	5	172447731	172447931	1	snoRNA
ENSG00000239026	snoU13	5	174877819	174877921	-1	snoRNA
ENSG00000208342	SNORD96	5	180668814	180668892	-1	snoRNA
ENSG00000252689	SNORA20	Y	18250128	18250259	-1	snoRNA
ENSG00000251925	SNORA70	Y	25569246	25569383	-1	snoRNA
ENSG00000251796	SNORA70	Y	28393531	28393668	1	snoRNA
ENSG00000239083	snoU13	15	20557339	20557434	-1	snoRNA
ENSG00000238960	snoU13	15	22348678	22348778	-1	snoRNA
ENSG00000238615	snoU13	15	25138894	25138995	1	snoRNA
ENSG00000238810	SNORD107	15	25227141	25227215	1	snoRNA
ENSG00000209418	SNORD64	15	25230247	25230313	1	snoRNA
ENSG00000239014	SNORD108	15	25232072	25232142	1	snoRNA
ENSG00000238678	SNORD109A	15	25287121	25287187	1	snoRNA
ENSG00000207063	SNORD116	15	25296624	25296718	1	snoRNA
ENSG00000207001	SNORD116	15	25299357	25299451	1	snoRNA
ENSG00000207014	SNORD116	15	25302007	25302101	1	snoRNA
ENSG00000207464	SNORD116	15	25304685	25304780	1	snoRNA
ENSG00000207191	SNORD116	15	25307480	25307574	1	snoRNA
ENSG00000207442	SNORD116	15	25310173	25310268	1	snoRNA
ENSG00000207133	SNORD116	15	25312935	25313029	1	snoRNA
ENSG00000207093	SNORD116	15	25315579	25315673	1	snoRNA
ENSG00000206727	SNORD116	15	25318254	25318348	1	snoRNA
ENSG00000200661	SNORD116	15	25319261	25319362	1	snoRNA
ENSG00000206609	SNORD116	15	25321076	25321167	1	snoRNA
ENSG00000207197	SNORD116	15	25322198	25322289	1	snoRNA
ENSG00000207137	SNORD116	15	25324205	25324296	1	snoRNA
ENSG00000206621	SNORD116	15	25325289	25325380	1	snoRNA
ENSG00000207174	SNORD116	15	25326434	25326525	1	snoRNA
ENSG00000207263	SNORD116	15	25327915	25328006	1	snoRNA
ENSG00000206656	SNORD116	15	25328735	25328826	1	snoRNA
ENSG00000206688	SNORD116	15	25330532	25330623	1	snoRNA
ENSG00000207460	SNORD116	15	25331674	25331765	1	snoRNA
ENSG00000207259	SNORD116	15	25332809	25332900	1	snoRNA
ENSG00000207236	SNORD116	15	25333951	25334042	1	snoRNA
ENSG00000207159	SNORD116	15	25335070	25335161	1	snoRNA
ENSG00000207375	SNORD116	15	25336933	25337024	1	snoRNA
ENSG00000207279	SNORD116	15	25339184	25339275	1	snoRNA
ENSG00000252326	SNORD116	15	25342810	25342901	1	snoRNA
ENSG00000251815	SNORD116	15	25344646	25344741	1	snoRNA
ENSG00000251896	SNORD116	15	25346722	25346813	1	snoRNA
ENSG00000251932	SNORD116	15	25349789	25349879	1	snoRNA
ENSG00000207245	SNORD116	15	25351668	25351750	1	snoRNA
ENSG00000252277	SNORD116	15	25353415	25353499	1	snoRNA
ENSG00000212428	SNORD115	15	25404368	25404426	1	snoRNA
ENSG00000201831	SNORD115	15	25415870	25415951	1	snoRNA
ENSG00000199712	SNORD115	15	25417782	25417863	1	snoRNA
ENSG00000199970	SNORD115	15	25420074	25420155	1	snoRNA
ENSG00000200680	SNORD115	15	25421979	25422060	1	snoRNA
ENSG00000200503	SNORD115	15	25423885	25423966	1	snoRNA
ENSG00000200812	SNORD115	15	25425644	25425725	1	snoRNA
ENSG00000202176	SNORD115	15	25427532	25427613	1	snoRNA
ENSG00000200726	SNORD115	15	25429453	25429534	1	snoRNA
ENSG00000199782	SNORD115	15	25430778	25430859	1	snoRNA
ENSG00000201943	SNORD115	15	25432683	25432763	1	snoRNA
ENSG00000200486	SNORD115	15	25434561	25434642	1	snoRNA
ENSG00000199453	SNORD115	15	25436563	25436644	1	snoRNA
ENSG00000200228	SNORD115	15	25438468	25438549	1	snoRNA
ENSG00000199960	SNORD115	15	25440068	25440148	1	snoRNA
ENSG00000201679	SNORD115	15	25442723	25442803	1	snoRNA
ENSG00000200757	SNORD115	15	25444595	25444676	1	snoRNA
ENSG00000201482	SNORD115	15	25446470	25446551	1	snoRNA
ENSG00000200163	SNORD115	15	25448374	25448455	1	snoRNA
ENSG00000199968	SNORD115	15	25449504	25449585	1	snoRNA
ENSG00000201969	SNORD115	15	25451409	25451490	1	snoRNA
ENSG00000199833	SNORD115	15	25453230	25453310	1	snoRNA
ENSG00000201326	SNORD115	15	25455065	25455146	1	snoRNA
ENSG00000201331	SNORD115	15	25456943	25457024	1	snoRNA
ENSG00000200398	SNORD115	15	25458795	25458876	1	snoRNA
ENSG00000199489	SNORD115	15	25460688	25460769	1	snoRNA
ENSG00000201937	SNORD115	15	25463764	25463845	1	snoRNA
ENSG00000201300	SNORD115	15	25465644	25465725	1	snoRNA
ENSG00000200801	SNORD115	15	25467495	25467575	1	snoRNA
ENSG00000199704	SNORD115	15	25468393	25468474	1	snoRNA
ENSG00000200987	SNORD115	15	25470350	25470431	1	snoRNA
ENSG00000202188	SNORD115	15	25472256	25472337	1	snoRNA
ENSG00000200949	SNORD115	15	25474114	25474195	1	snoRNA
ENSG00000200593	SNORD115	15	25475985	25476066	1	snoRNA
ENSG00000199311	SNORD115	15	25477534	25477615	1	snoRNA
ENSG00000201992	SNORD115	15	25479394	25479475	1	snoRNA
ENSG00000202499	SNORD115	15	25481232	25481313	1	snoRNA
ENSG00000200638	SNORD115	15	25483133	25483214	1	snoRNA
ENSG00000201907	SNORD115	15	25484985	25485066	1	snoRNA
ENSG00000200564	SNORD115	15	25486893	25486974	1	snoRNA
ENSG00000199537	SNORD115	15	25488761	25488842	1	snoRNA
ENSG00000200478	SNORD115	15	25490625	25490706	1	snoRNA
ENSG00000201143	SNORD115	15	25492492	25492573	1	snoRNA
ENSG00000202373	SNORD115	15	25494345	25494426	1	snoRNA
ENSG00000202261	SNORD115	15	25496006	25496087	1	snoRNA
ENSG00000212380	SNORD115	15	25509657	25509737	1	snoRNA
ENSG00000212284	SNORD115	15	25511738	25511808	1	snoRNA
ENSG00000212528	SNORD115	15	25513613	25513698	1	snoRNA
ENSG00000201634	SNORD115	15	25514930	25515005	1	snoRNA
ENSG00000239169	SNORD109A	15	25523490	25523556	1	snoRNA
ENSG00000212604	SNORA48	15	26254087	26254221	-1	snoRNA
ENSG00000252868	snoZ278	15	29526072	29526183	1	snoRNA
ENSG00000207432	U8	15	30404401	30404533	1	snoRNA
ENSG00000238519	U8	15	30677162	30677294	-1	snoRNA
ENSG00000207430	U8	15	30873387	30873519	1	snoRNA
ENSG00000252602	U8	15	30935128	30935255	1	snoRNA
ENSG00000206849	SNORA18	15	32220506	32220637	1	snoRNA
ENSG00000206987	U8	15	32718489	32718621	-1	snoRNA
ENSG00000238342	snoU13	15	33187401	33187502	1	snoRNA
ENSG00000212415	SNORD77	15	33262928	33262992	1	snoRNA
ENSG00000252425	SNORA18	15	34889659	34889759	-1	snoRNA
ENSG00000212511	U3	15	37144841	37145059	1	snoRNA
ENSG00000238564	snoU13	15	40242907	40243009	1	snoRNA
ENSG00000238559	snoU13	15	40899410	40899510	-1	snoRNA
ENSG00000239025	snoU13	15	43000890	43000990	-1	snoRNA
ENSG00000238535	snoU13	15	43905880	43905983	1	snoRNA
ENSG00000238494	snoU13	15	44005342	44005445	1	snoRNA
ENSG00000221090	SNORA11	15	45507104	45507231	-1	snoRNA
ENSG00000238583	snoU13	15	45783782	45783885	-1	snoRNA
ENSG00000207516	SNORA41	15	45829448	45829575	1	snoRNA
ENSG00000238819	SNORD11	15	46643860	46643944	-1	snoRNA
ENSG00000238513	snoU13	15	56247899	56248002	-1	snoRNA
ENSG00000239035	snoU13	15	57570768	57570871	-1	snoRNA
ENSG00000239100	snoU13	15	58892331	58892434	-1	snoRNA
ENSG00000200318	U3	15	59052666	59052880	-1	snoRNA
ENSG00000238767	snoU13	15	59682407	59682516	1	snoRNA
ENSG00000252774	SNORA48	15	64634738	64634897	1	snoRNA
ENSG00000206903	SNORA24	15	65577799	65577929	-1	snoRNA
ENSG00000238715	snoU13	15	65863311	65863411	-1	snoRNA
ENSG00000238311	snoU13	15	65989171	65989274	-1	snoRNA
ENSG00000252712	SCARNA14	15	66639545	66639680	-1	snoRNA
ENSG00000199574	SNORD18	15	66793588	66793656	-1	snoRNA
ENSG00000202529	SNORD18	15	66794358	66794429	-1	snoRNA
ENSG00000199673	SNORD16	15	66795150	66795248	-1	snoRNA
ENSG00000200623	SNORD18	15	66795581	66795652	-1	snoRNA
ENSG00000221376	SNORA77	15	69617632	69617759	-1	snoRNA
ENSG00000207119	U3	15	69750281	69750488	-1	snoRNA
ENSG00000212279	snosnR60_Z15	15	74783299	74783372	-1	snoRNA
ENSG00000252722	SCARNA20	15	75413877	75414007	-1	snoRNA
ENSG00000252372	SNORD112	15	76109433	76109504	-1	snoRNA
ENSG00000199633	SNORA63	15	78383514	78383639	-1	snoRNA
ENSG00000251881	SNORD112	15	80434400	80434469	1	snoRNA
ENSG00000252690	SCARNA15	15	83424697	83424823	1	snoRNA
ENSG00000200991	SNORA25	15	85395729	85395846	-1	snoRNA
ENSG00000200206	SNORD74	15	86716429	86716501	-1	snoRNA
ENSG00000200677	SNORD18	15	91298473	91298542	-1	snoRNA
ENSG00000238981	snoU13	15	92378609	92378706	1	snoRNA
ENSG00000239197	snoU109	15	92960777	92960919	1	snoRNA
ENSG00000238502	snoU13	15	102223718	102223819	1	snoRNA
ENSG00000238722	snoU13	2	3079444	3079544	-1	snoRNA
ENSG00000252531	SNORA73	2	3628160	3628322	1	snoRNA
ENSG00000252238	SNORA31	2	4874591	4874674	-1	snoRNA
ENSG00000238888	snoU13	2	9119024	9119128	1	snoRNA
ENSG00000238462	snoU13	2	9672371	9672474	-1	snoRNA
ENSG00000212558	SNORA26	2	10230332	10230446	-1	snoRNA
ENSG00000206647	SNORA2	2	10295199	10295333	-1	snoRNA
ENSG00000206898	SNORA51	2	10436173	10436306	-1	snoRNA
ENSG00000206633	SNORA42	2	10586840	10586975	-1	snoRNA
ENSG00000238503	SNORD18	2	12170429	12170498	-1	snoRNA
ENSG00000238371	snoU13	2	16043792	16043895	1	snoRNA
ENSG00000251704	SNORA40	2	16380471	16380563	1	snoRNA
ENSG00000212455	SNORA40	2	18221872	18221999	-1	snoRNA
ENSG00000251805	SCARNA21	2	24496483	24496610	-1	snoRNA
ENSG00000202479	SNORD14	2	25192257	25192346	-1	snoRNA
ENSG00000206731	SNORA36	2	27864910	27865036	-1	snoRNA
ENSG00000207187	SNORA64	2	30410300	30410432	1	snoRNA
ENSG00000252502	SNORD112	2	33216326	33216391	-1	snoRNA
ENSG00000252473	SNORA67	2	39510798	39510932	-1	snoRNA
ENSG00000252281	snoZ247	2	41961517	41961596	1	snoRNA
ENSG00000221300	SNORD75	2	42667517	42667576	1	snoRNA
ENSG00000239052	snoU13	2	44466707	44466800	-1	snoRNA
ENSG00000212580	SNORA75	2	50116006	50116124	-1	snoRNA
ENSG00000251942	SCARNA16	2	53697585	53697767	-1	snoRNA
ENSG00000238756	snoU13	2	54066862	54066966	-1	snoRNA
ENSG00000212175	SNORA12	2	55792839	55792986	1	snoRNA
ENSG00000238690	snoU13	2	57243196	57243299	-1	snoRNA
ENSG00000212168	SNORD78	2	57771670	57771734	1	snoRNA
ENSG00000206937	SNORA70	2	61644379	61644513	-1	snoRNA
ENSG00000238809	snoU13	2	62492130	62492233	1	snoRNA
ENSG00000251775	ACA59	2	64110383	64110525	-1	snoRNA
ENSG00000238696	snoU13	2	65135721	65135820	-1	snoRNA
ENSG00000200654	SNORA74	2	65385796	65385994	1	snoRNA
ENSG00000207016	SNORA36	2	69747175	69747306	-1	snoRNA
ENSG00000238708	snoU13	2	69894491	69894593	1	snoRNA
ENSG00000238465	snoU13	2	70139827	70139931	1	snoRNA
ENSG00000239072	snoU13	2	70182777	70182879	1	snoRNA
ENSG00000239064	snoU13	2	71157470	71157545	-1	snoRNA
ENSG00000212378	SNORD78	2	72987663	72987731	1	snoRNA
ENSG00000238521	snoU13	2	75645972	75646075	-1	snoRNA
ENSG00000238410	snoU109	2	75716702	75716836	1	snoRNA
ENSG00000221638	U3	2	75855079	75855293	1	snoRNA
ENSG00000239018	snoU13	2	75862267	75862370	1	snoRNA
ENSG00000252298	SNORD112	2	84085947	84086023	1	snoRNA
ENSG00000208772	SNORD94	2	86362993	86363129	1	snoRNA
ENSG00000202537	U8	2	86574185	86574318	-1	snoRNA
ENSG00000251974	SNORA19	2	86591259	86591388	1	snoRNA
ENSG00000238979	snoU13	2	88310621	88310721	-1	snoRNA
ENSG00000239049	snoU13	2	88606879	88606982	1	snoRNA
ENSG00000238760	snoU13	2	97647019	97647121	-1	snoRNA
ENSG00000238328	snoU13	2	101193931	101194019	1	snoRNA
ENSG00000212283	SNORD89	2	101889398	101889511	-1	snoRNA
ENSG00000199727	U3	2	105149231	105149442	1	snoRNA
ENSG00000207249	SNORA72	2	105349692	105349820	1	snoRNA
ENSG00000238951	snoU13	2	113028848	113028944	-1	snoRNA
ENSG00000239077	snoU13	2	114605710	114605813	-1	snoRNA
ENSG00000212182	U3	2	114763018	114763232	-1	snoRNA
ENSG00000238520	snoU13	2	115038661	115038752	-1	snoRNA
ENSG00000238368	snoU13	2	120674894	120675000	1	snoRNA
ENSG00000238341	snoU13	2	122463543	122463633	-1	snoRNA
ENSG00000201853	snosnR60_Z15	2	125886409	125886490	1	snoRNA
ENSG00000238546	snoU13	2	130184995	130185098	1	snoRNA
ENSG00000252829	SCARNA15	2	131687335	131687456	-1	snoRNA
